"gene_symbol","gene_rank","gene_desc","hos_log2FC","hos_padj","os17_log2FC","os17_padj","Name","MOA","Phase"
"GAPDH",4143,"glyceraldehyde-3-phosphate dehydrogenase",-1.56536836,1.9e-08,-1.51127299,0.000172541,"coenzyme-I",NA,"Phase 2"
"SPTLC3",4165,"serine palmitoyltransferase long chain base subunit 3",1.388614551,2.63e-09,0.803834698,0.00039984,"MC-1",NA,"Phase 3"
"RPL19",4173,"ribosomal protein L19",-0.247462942,1.8e-12,-0.232203008,0.003724632,"anisomycin","DNA synthesis inhibitor","Preclinical"
"RPL19",4173,"ribosomal protein L19",-0.247462942,1.8e-12,-0.232203008,0.003724632,"puromycin","protein synthesis inhibitor","Preclinical"
"GSTP1",4175,"glutathione S-transferase pi 1",-0.89625963,2.78e-10,-1.297193409,0.000969775,"clomipramine","serotonin transporter (SERT) inhibitor","Launched"
"GSTP1",4175,"glutathione S-transferase pi 1",-0.89625963,2.78e-10,-1.297193409,0.000969775,"ezatiostat","glutathione transferase inhibitor","Phase 2"
"GSTP1",4175,"glutathione S-transferase pi 1",-0.89625963,2.78e-10,-1.297193409,0.000969775,"glutathione","antioxidant","Phase 3"
"GSTP1",4175,"glutathione S-transferase pi 1",-0.89625963,2.78e-10,-1.297193409,0.000969775,"SCMC-Lys","mucolytic agent","Launched"
"COX8A",4179,"cytochrome c oxidase subunit 8A",-0.251881236,0.000248541,-0.528675312,5.86e-07,"cholic-acid","bile acid","Launched"
"KCNC3",4190,"potassium voltage-gated channel subfamily C member 3",-0.785244453,0.011170563,-1.259568049,3.74e-09,"dalfampridine","potassium channel blocker","Launched"
"PLOD1",4199,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",-0.232156805,1.79e-07,-0.360045379,0.00013769,"succinic-acid",NA,"Launched"
"USP14",4211,"ubiquitin specific peptidase 14",0.266385458,8.71e-15,0.226830308,0.014527208,"IU1","ubiquitin C-terminal hydrolase inhibitor","Preclinical"
"USP14",4211,"ubiquitin specific peptidase 14",0.266385458,8.71e-15,0.226830308,0.014527208,"VLX600","antitumor agent, ubiquitin C-terminal hydrolase inhibitor","Phase 1"
"USP14",4211,"ubiquitin specific peptidase 14",0.266385458,8.71e-15,0.226830308,0.014527208,"WP1130","deubiquitinase inhibitor","Preclinical"
"MKNK1",4220,"MAPK interacting serine/threonine kinase 1",-0.414627963,0.00115246,-0.693672069,2.52e-07,"CGP-57380","MAP kinase inhibitor","Preclinical"
"MKNK1",4220,"MAPK interacting serine/threonine kinase 1",-0.414627963,0.00115246,-0.693672069,2.52e-07,"dorsomorphin","AMPK inhibitor","Preclinical"
"LTB4R",4244,"leukotriene B4 receptor",0.930286755,1.36e-15,1.588799292,0.026398466,"LTB4","leukocyte activator","Phase 2"
"LTB4R",4244,"leukotriene B4 receptor",0.930286755,1.36e-15,1.588799292,0.026398466,"LY223982","leukotriene receptor antagonist","Phase 2"
"LTB4R",4244,"leukotriene B4 receptor",0.930286755,1.36e-15,1.588799292,0.026398466,"LY255283","leukotriene receptor antagonist","Preclinical"
"GLO1",4252,"glyoxalase I",-0.256566902,2.04e-12,-0.210027135,0.008114495,"baicalein","lipoxygenase inhibitor","Preclinical"
"GLO1",4252,"glyoxalase I",-0.256566902,2.04e-12,-0.210027135,0.008114495,"delphinidin","membrane permeability inhibitor","Phase 2"
"GLO1",4252,"glyoxalase I",-0.256566902,2.04e-12,-0.210027135,0.008114495,"glutathione","antioxidant","Phase 3"
"GLO1",4252,"glyoxalase I",-0.256566902,2.04e-12,-0.210027135,0.008114495,"indomethacin","cyclooxygenase inhibitor","Launched"
"GLO1",4252,"glyoxalase I",-0.256566902,2.04e-12,-0.210027135,0.008114495,"kaempferol","bone resorption inhibitor, estrogen-related receptor inverse agonist","Preclinical"
"GLO1",4252,"glyoxalase I",-0.256566902,2.04e-12,-0.210027135,0.008114495,"naringenin","aromatase inhibitor, TRPV antagonist","Phase 1"
"AARS2",4254,"alanyl-tRNA synthetase 2, mitochondrial",0.346914959,3.66e-10,0.489464435,0.002224098,"L-alanine",NA,"Launched"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"alvocidib","CDK inhibitor","Phase 2"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"aminopurvalanol-a","CDK inhibitor, tyrosine kinase inhibitor","Preclinical"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"AT-7519","CDK inhibitor","Phase 2"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"CDK1-5-inhibitor","CDK inhibitor, glycogen synthase kinase inhibitor","Preclinical"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"dinaciclib","CDK inhibitor","Phase 3"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"indirubin","CDK inhibitor, glycogen synthase kinase inhibitor","Phase 2/Phase 3"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"indirubin-3-monoxime","CDK inhibitor, glycogen synthase kinase inhibitor","Preclinical"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"kenpaullone","CDK inhibitor, glycogen synthase kinase inhibitor","Preclinical"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"olomoucine","CDK inhibitor","Preclinical"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"PHA-793887","CDK inhibitor","Phase 1"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"purvalanol-A","CDK inhibitor","Preclinical"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"purvalanol-B","tyrosine kinase inhibitor","Preclinical"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"RGB-286638","CDK inhibitor","Phase 1"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"SU9516","CDK inhibitor","Preclinical"
"CDK5",4256,"cyclin dependent kinase 5",-1.192140025,7e-13,-0.549217176,0.009966239,"1-azakenpaullone","glycogen synthase kinase inhibitor","Preclinical"
"SLK",4267,"STE20 like kinase",0.144954027,0.000219643,0.392108446,4.32e-06,"danusertib","Aurora kinase inhibitor, growth factor receptor inhibitor","Phase 2"
"BAZ2A",4281,"bromodomain adjacent to zinc finger domain 2A",0.251744117,7.55e-14,0.153509614,0.019161326,"GSK2801","bromodomain inhibitor","Preclinical"
"NFATC1",4312,"nuclear factor of activated T cells 1",-0.196318829,0.025751549,-1.177070904,1.51e-08,"ephedrine-(racemic)","adrenergic receptor agonist","Launched"
"NFATC1",4312,"nuclear factor of activated T cells 1",-0.196318829,0.025751549,-1.177070904,1.51e-08,"INCA-6","calcineurin inhibitor","Preclinical"
"CHUK",4314,"component of inhibitor of nuclear factor kappa B kinase complex",0.375646525,1.61e-06,0.515382883,0.000196047,"acetylcysteine","mucolytic agent","Launched"
"CHUK",4314,"component of inhibitor of nuclear factor kappa B kinase complex",0.375646525,1.61e-06,0.515382883,0.000196047,"aminosalicylate","cyclooxygenase inhibitor","Launched"
"CHUK",4314,"component of inhibitor of nuclear factor kappa B kinase complex",0.375646525,1.61e-06,0.515382883,0.000196047,"arctigenin","MEK inhibitor","Preclinical"
"CHUK",4314,"component of inhibitor of nuclear factor kappa B kinase complex",0.375646525,1.61e-06,0.515382883,0.000196047,"BMS-345541","IKK inhibitor","Preclinical"
"CHUK",4314,"component of inhibitor of nuclear factor kappa B kinase complex",0.375646525,1.61e-06,0.515382883,0.000196047,"mesalazine","cyclooxygenase inhibitor, lipoxygenase inhibitor, prostanoid receptor antagonist","Launched"
"CHUK",4314,"component of inhibitor of nuclear factor kappa B kinase complex",0.375646525,1.61e-06,0.515382883,0.000196047,"sulfasalazine","cyclooxygenase inhibitor","Launched"
"EGLN2",4318,"egl-9 family hypoxia inducible factor 2",0.237410076,2.44e-05,0.362317596,4.66e-05,"FG-2216","hypoxia inducible factor prolyl hydroxylase inhibitor","Phase 2"
"EGLN2",4318,"egl-9 family hypoxia inducible factor 2",0.237410076,2.44e-05,0.362317596,4.66e-05,"FG-4592","hypoxia inducible factor prolyl hydroxylase inhibitor","Phase 3"
"EGLN2",4318,"egl-9 family hypoxia inducible factor 2",0.237410076,2.44e-05,0.362317596,4.66e-05,"molidustat","hypoxia inducible factor inhibitor","Phase 3"
"NDUFA13",4330,"NADH:ubiquinone oxidoreductase subunit A13",-0.293568954,4.72e-12,-0.220654259,0.011368742,"coenzyme-I",NA,"Phase 2"
"MAP3K7",4352,"mitogen-activated protein kinase kinase kinase 7",-0.209795274,1.59e-05,-0.347588481,9.77e-05,"RGB-286638","CDK inhibitor","Phase 1"
"KDM5C",4372,"lysine demethylase 5C",-0.195290141,3.06e-08,-0.221053736,0.001541117,"IOX2","hypoxia inducible factor inhibitor","Preclinical"
"SLC12A5",4412,"solute carrier family 12 member 5",-1.351897139,9.81e-07,-1.31566047,0.000609369,"bumetanide","solute carrier family member inhibitor","Launched"
"SLC12A5",4412,"solute carrier family 12 member 5",-1.351897139,9.81e-07,-1.31566047,0.000609369,"VU0240551","potassium/chloride cotransporter inhibitor","Preclinical"
"SDHA",4413,"succinate dehydrogenase complex flavoprotein subunit A",-1.225926122,6.08e-08,-1.2108457,0.00183763,"succinic-acid",NA,"Launched"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"antagonist-g","neuropeptide receptor antagonist","Phase 1"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"BI-78D3","JNK inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"bisindolylmaleimide-IX","PKC inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"CC-401","JNK inhibitor","Phase 1"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"KN-62","calcium/calmodulin dependent protein kinase inhibitor, purinergic receptor antagonist","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"LY294002","DNA dependent protein kinase inhibitor, mTOR inhibitor, phosphodiesterase inhibitor, PI3K inhibitor, PLK inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"PD-98059","MEK inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"PGL5001","JNK inhibitor","Phase 2"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"pyrazolanthrone","JNK inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"SB-202190","p38 MAPK inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"SB-203580","p38 MAPK inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"SR-3306","JNK inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"SU3327","JNK inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"U-0126","MEK inhibitor","Preclinical"
"MAPK8",4415,"mitogen-activated protein kinase 8",0.167343095,0.004891139,0.578504251,1.31e-06,"4,5,6,7-tetrabromobenzotriazole","casein kinase inhibitor","Preclinical"
"HIPK3",4421,"homeodomain interacting protein kinase 3",0.360068379,5.15e-13,0.215743706,0.032785908,"CX-4945","casein kinase inhibitor","Phase 1/Phase 2"
"CRYZ",4428,"crystallin zeta",-1.302465382,0.000250983,-1.276754108,3.98e-05,"dicoumarol","NADPH inhibitor","Launched"
"PKD2",4437,"polycystin 2, transient receptor potential cation channel",0.424466666,3.07e-09,0.391901766,0.005872513,"amiloride","sodium channel blocker","Launched"
"PKD2",4437,"polycystin 2, transient receptor potential cation channel",0.424466666,3.07e-09,0.391901766,0.005872513,"SKF-96365","calcium channel blocker","Preclinical"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"alectinib","ALK tyrosine kinase receptor inhibitor","Launched"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"altiratinib","MET inhibitor, VEGFR inhibitor","Phase 1"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"AMG-208","tyrosine kinase inhibitor","Phase 1"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"AMG-337","MET inhibitor","Phase 2"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"AMG458","MET inhibitor","Preclinical"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"amuvatinib","FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAD51 inhibitor, RET tyrosine kinase inhibitor","Phase 2"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"BMS-536924","IGF-1 inhibitor","Preclinical"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"BMS-777607","AXL kinase inhibitor, c-Met inhibitor, FLT3 inhibitor, hepatocyte growth factor receptor inhibitor, macrophage migration inhibiting factor inhibitor, tyrosine kinase inhibitor","Phase 1/Phase 2"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"BMS-817378","c-Met inhibitor, VEGFR inhibitor","Phase 1"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"cabozantinib","RET tyrosine kinase inhibitor, VEGFR inhibitor","Launched"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"crizotinib","ALK tyrosine kinase receptor inhibitor","Launched"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"EMD-1214063","hepatocyte growth factor receptor inhibitor","Phase 2"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"foretinib","VEGFR inhibitor","Phase 2"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"golvatinib","VEGFR inhibitor","Phase 2"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"INC-280","c-Met inhibitor","Phase 3"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"JNJ-38877605","tyrosine kinase inhibitor","Phase 1"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"LY2801653","MET inhibitor","Phase 2"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"MGCD-265","VEGFR inhibitor","Preclinical"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"MK-2461","FGFR inhibitor, VEGFR inhibitor","Phase 1/Phase 2"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"MK-8033","c-Met inhibitor","Phase 1"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"NVP-BVU972","MET inhibitor","Preclinical"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"PF-04217903","c-Met inhibitor","Phase 1"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"PHA-665752","c-Met inhibitor","Preclinical"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"savolitinib","c-Met inhibitor","Phase 3"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"SGX523","hepatocyte growth factor receptor inhibitor","Phase 1"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"SU11274","hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor","Preclinical"
"MET",4447,"MET proto-oncogene, receptor tyrosine kinase",0.267036414,1.18e-08,0.18201844,0.004551828,"tivantinib","tyrosine kinase inhibitor","Phase 3"
"NDUFB10",4451,"NADH:ubiquinone oxidoreductase subunit B10",-0.739362265,2.34e-10,-0.360231588,0.013537824,"coenzyme-I",NA,"Phase 2"
"MAPK3",4466,"mitogen-activated protein kinase 3",-0.253590053,9.67e-05,-0.441565445,0.000120892,"arsenic-trioxide","apoptosis stimulant","Launched"
"MAPK3",4466,"mitogen-activated protein kinase 3",-0.253590053,9.67e-05,-0.441565445,0.000120892,"CID-5458317","MAP kinase phosphatase inhibitor","Preclinical"
"MAPK3",4466,"mitogen-activated protein kinase 3",-0.253590053,9.67e-05,-0.441565445,0.000120892,"FR-180204","MAP kinase inhibitor","Preclinical"
"MAPK3",4466,"mitogen-activated protein kinase 3",-0.253590053,9.67e-05,-0.441565445,0.000120892,"GDC-0994","MAP kinase inhibitor","Phase 1"
"MAPK3",4466,"mitogen-activated protein kinase 3",-0.253590053,9.67e-05,-0.441565445,0.000120892,"purvalanol-B","tyrosine kinase inhibitor","Preclinical"
"MAPK3",4466,"mitogen-activated protein kinase 3",-0.253590053,9.67e-05,-0.441565445,0.000120892,"ravoxertinib","ERK1 and ERK2 phosphorylation inhibitor","Phase 1"
"CENPE",4471,"centromere protein E",-0.311011158,0.036705701,-1.349113698,2.38e-07,"GSK923295","centromere associated protein inhibitor","Phase 1"
"STAT5B",4491,"signal transducer and activator of transcription 5B",0.155633243,0.001500724,0.412329911,2.5e-05,"dasatinib","Bcr-Abl kinase inhibitor, ephrin inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, SRC inhibitor, tyrosine kinase inhibitor","Launched"
"PLCG2",4500,"phospholipase C gamma 2",0.601250655,0.000591142,2.229331201,5.56e-05,"m-3M3FBS","phospholipase activator","Preclinical"
"RPS6KA3",4504,"ribosomal protein S6 kinase A3",0.145602714,0.028725235,0.41194651,9.35e-07,"aspirin","cyclooxygenase inhibitor","Launched"
"RPS6KA3",4504,"ribosomal protein S6 kinase A3",0.145602714,0.028725235,0.41194651,9.35e-07,"BI-D1870","ribosomal protein inhibitor","Preclinical"
"RPS6KA3",4504,"ribosomal protein S6 kinase A3",0.145602714,0.028725235,0.41194651,9.35e-07,"BRD7389","ribosomal protein inhibitor","Preclinical"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"ACY-1215","HDAC inhibitor","Phase 1/Phase 2"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"aminophylline","adenosine receptor antagonist","Launched"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"belinostat","HDAC inhibitor","Launched"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"CUDC-907","PI3K inhibitor","Phase 2"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"dacinostat","HDAC inhibitor","Phase 1"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"entinostat","HDAC inhibitor","Phase 3"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"givinostat","HDAC inhibitor","Phase 3"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"JNJ-26481585","HDAC inhibitor","Phase 2"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"lovastatin","HMGCR inhibitor","Launched"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"MC1568","HDAC inhibitor","Preclinical"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"Merck60","HDAC inhibitor","Preclinical"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"mocetinostat","HDAC inhibitor","Phase 2"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"panobinostat","HDAC inhibitor","Launched"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"PCI-24781","HDAC inhibitor","Phase 3"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"pivanex","HDAC inhibitor","Phase 2"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"romidepsin","HDAC inhibitor","Launched"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"SB-939","HDAC inhibitor","Phase 3"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"scriptaid","HDAC inhibitor","Preclinical"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"sodium-butyrate","HDAC inhibitor","Phase 2"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"TC-H-106","HDAC inhibitor","Preclinical"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"trichostatin-a","HDAC inhibitor","Phase 1"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"UF-010","HDAC inhibitor","Preclinical"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"valproic-acid","benzodiazepine receptor agonist, HDAC inhibitor","Launched"
"HDAC2",4512,"histone deacetylase 2",-0.231410384,1.83e-08,-0.167044504,0.00739541,"vorinostat","HDAC inhibitor","Launched"
"HAGH",4527,"hydroxyacylglutathione hydrolase",-0.52838365,1.11e-11,-0.232885464,0.043698285,"glutathione","antioxidant","Phase 3"
"SLC25A12",4533,"solute carrier family 25 member 12",-0.417653081,2.25e-05,-0.50873348,0.000597368,"L-aspartic-acid","metallic radical formation stimulant","Launched"
"IMPA1",4586,"inositol monophosphatase 1",0.309218644,0.014160871,0.939735102,1.03e-05,"L-690330","inositol monophosphatase inhibitor","Preclinical"
"PSMA1",4590,"proteasome 20S subunit alpha 1",0.141469918,0.000940988,0.29055854,0.000139179,"bortezomib","NFkB pathway inhibitor, proteasome inhibitor","Launched"
"PSMA1",4590,"proteasome 20S subunit alpha 1",0.141469918,0.000940988,0.29055854,0.000139179,"carfilzomib","proteasome inhibitor","Launched"
"NDUFB1",4601,"NADH:ubiquinone oxidoreductase subunit B1",-0.187753609,0.010154904,-0.732133702,2.02e-05,"coenzyme-I",NA,"Phase 2"
"DDR1",4607,"discoidin domain receptor tyrosine kinase 1",-1.381492502,0.000221201,-1.013387669,0.000377347,"DDR1-IN-1","discoidin domain receptor inhibitor","Preclinical"
"DDR1",4607,"discoidin domain receptor tyrosine kinase 1",-1.381492502,0.000221201,-1.013387669,0.000377347,"imatinib","Bcr-Abl kinase inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor","Launched"
"NEDD4",4627,"NEDD4 E3 ubiquitin protein ligase",0.109929591,0.015767676,0.446226809,1.73e-05,"heclin","ubiquitin ligase inhibitor","Preclinical"
"NEDD4",4627,"NEDD4 E3 ubiquitin protein ligase",0.109929591,0.015767676,0.446226809,1.73e-05,"NAB-2","ubiquitin ligase transport promoter","Preclinical"
"SMPD1",4641,"sphingomyelin phosphodiesterase 1",0.248843564,0.011727895,0.853763277,2.93e-05,"chlorpromazine","dopamine receptor antagonist","Launched"
"SMPD1",4641,"sphingomyelin phosphodiesterase 1",0.248843564,0.011727895,0.853763277,2.93e-05,"desipramine","tricyclic antidepressant","Launched"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"ACY-1215","HDAC inhibitor","Phase 1/Phase 2"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"belinostat","HDAC inhibitor","Launched"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"bufexamac","cyclooxygenase inhibitor","Withdrawn"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"dacinostat","HDAC inhibitor","Phase 1"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"droxinostat","HDAC inhibitor","Preclinical"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"givinostat","HDAC inhibitor","Phase 3"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"JNJ-26481585","HDAC inhibitor","Phase 2"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"nexturastat-A","HDAC inhibitor","Preclinical"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"panobinostat","HDAC inhibitor","Launched"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"PCI-24781","HDAC inhibitor","Phase 3"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"PCI-34051","HDAC inhibitor","Preclinical"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"resminostat","HDAC inhibitor","Phase 2"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"romidepsin","HDAC inhibitor","Launched"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"SB-939","HDAC inhibitor","Phase 3"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"scriptaid","HDAC inhibitor","Preclinical"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"TCS-HDAC6-20b","HDAC inhibitor","Preclinical"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"trichostatin-a","HDAC inhibitor","Phase 1"
"HDAC6",4642,"histone deacetylase 6",-0.360745797,1.81e-05,-0.77917086,0.001986635,"tubastatin-A","HDAC inhibitor","Preclinical"
