gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,OS_17_D1_1_S12_L001,OS_17_D1_2_S13_L001,OS_17_D1_3_S14_L001,OS_17_D2_1_S15_L001,OS_17_D2_2_S16_L001,OS_17_D2_3_S17_L001,OS_17_D3_1_S18_L001,OS_17_D3_2_S19_L001,OS_17_D3_3_S20_L001,OS_17_Media_1_S21_L001,OS_17_Media_2_S22_L001
ENSG00000183530,PRR14L,253143,proline rich 14 like,264.57535989615775,-0.2844602501180593,0.3292101066108649,-0.8640690076210171,0.3875499830985812,0.45170521678719766,325,397,269,138,258,184,218,180,248,352,367
ENSG00000117020,AKT3,10000,AKT serine/threonine kinase 3,2588.70779502749,-0.15773582394304816,0.18258048533502524,-0.8639248803266764,0.3876291580663316,0.4517512503414049,2733,3462,2514,2163,2154,2024,2957,1949,2261,3283,3296
ENSG00000119718,EIF2B2,8892,eukaryotic translation initiation factor 2B subunit beta,1458.5935206648558,0.10737901581112198,0.12431128383939469,0.8637913831688157,0.38770250226419944,0.4517904798646787,1065,1479,1455,1546,1550,1381,1450,1485,1525,1801,1448
ENSG00000053770,AP5M1,55745,adaptor related protein complex 5 subunit mu 1,768.2039166003541,-0.09018742742607204,0.10471226261238874,-0.8612881163681565,0.3890793790969449,0.4533485550116383,718,803,653,764,729,852,778,698,662,1167,775
ENSG00000031823,RANBP3,8498,RAN binding protein 3,1013.1726902003574,0.16682145545132154,0.193935771044766,0.8601891984785742,0.38968475788252305,0.45400746709911227,965,898,822,1189,912,704,1283,1318,993,1062,1079
ENSG00000205423,CNEP1R1,255919,CTD nuclear envelope phosphatase 1 regulatory subunit 1,281.8261950124033,0.15763430756905422,0.18332601751400573,0.8598578080004999,0.38986742871531144,0.45417381315090766,293,266,283,363,237,264,266,288,257,413,216
ENSG00000136003,ISCU,23479,iron-sulfur cluster assembly enzyme,411.2301057070494,-0.17461701382448416,0.20310198537041133,-0.8597504032568805,0.3899266441036392,0.4541963211704453,453,311,357,380,342,445,342,393,472,649,439
ENSG00000184787,UBE2G2,7327,ubiquitin conjugating enzyme E2 G2,1787.5717256199086,-0.08438590123699666,0.09828861385525528,-0.8585521549959749,0.39058764431403703,0.45491972690693727,1903,1824,1767,1816,1542,1712,1692,1668,1545,2646,1843
ENSG00000251192,ZNF674,641339,zinc finger protein 674,139.2269775735856,0.23411681474946458,0.27335871005450824,0.8564454181934837,0.39175145154348834,0.45622854703586485,168,136,130,163,118,96,108,166,163,159,129
ENSG00000259330,INAFM2,100505573,InaF motif containing 2,648.8252481375715,-0.09866439302517836,0.11526867104596349,-0.8559515098932289,0.3920246014117832,0.45649995776548546,589,634,581,692,576,602,702,607,627,845,766
ENSG00000249915,PDCD6,10016,programmed cell death 6,588.9655192693713,-0.14001005857454404,0.16378216088837258,-0.8548553628497388,0.3926312245488391,0.45715959209332513,582,451,469,595,710,586,510,607,547,859,656
ENSG00000114316,USP4,7375,ubiquitin specific peptidase 4,1324.4347828956006,-0.07584566031238867,0.08890494046164503,-0.8531096238134219,0.3935985150111387,0.4582389910422143,1230,1448,1183,1511,1308,1220,1351,1180,1087,1937,1370
ENSG00000122550,KLHL7,55975,kelch like family member 7,539.863770245037,-0.1241842147184863,0.1456551616039332,-0.8525905525831561,0.3938864034749775,0.4585272703029263,472,527,516,659,571,502,560,447,414,888,517
ENSG00000179455,MKRN3,7681,makorin ring finger protein 3,80.56698447271451,0.2874594321913728,0.33723038790080284,0.852412601310205,0.39398512854762174,0.4585953060540511,106,74,77,104,60,69,58,83,94,75,83
ENSG00000189144,ZNF573,126231,zinc finger protein 573,66.45314729046686,-0.3751269820297302,0.4402679720444535,-0.8520424056462003,0.39419055631484434,0.4587875162180028,96,80,66,27,73,51,71,58,30,101,91
ENSG00000123131,PRDX4,10549,peroxiredoxin 4,4138.269368953447,-0.08574375757313919,0.10084049149905189,-0.8502909525579352,0.3951633454211522,0.4598727064928772,3051,4366,4084,4540,3957,4119,4445,3726,3631,6100,4294
ENSG00000151466,SCLT1,132320,sodium channel and clathrin linker 1,109.75656546207557,-0.303899848786616,0.357446873283835,-0.8501958514693754,0.39521620781220695,0.45988721646994846,100,114,51,117,131,74,75,105,152,183,128
ENSG00000164294,GPX8,493869,glutathione peroxidase 8 (putative),1011.3047338572918,-0.07932796007180504,0.09332499176838165,-0.8500183988088089,0.3953148571438285,0.4599079959720506,961,960,916,1129,1008,841,1027,994,937,1468,1058
ENSG00000267534,S1PR2,9294,sphingosine-1-phosphate receptor 2,299.57085299593973,0.16368640929129188,0.1925665778479648,0.8500250205439368,0.395311175727193,0.4599079959720506,298,392,237,300,236,302,382,290,252,415,246
ENSG00000089057,SLC23A2,9962,solute carrier family 23 member 2,1923.0451372853931,-0.11441107542764702,0.13462490604950247,-0.8498507355360925,0.3954080780397541,0.45996944604910595,2264,2099,1469,1872,1810,1748,2066,1587,1691,3024,1923
ENSG00000004779,NDUFAB1,4706,NADH:ubiquinone oxidoreductase subunit AB1,1001.520659212053,0.08602198959999477,0.10126445297297376,0.8494786381056438,0.3956150119225632,0.4601631498506725,850,945,989,1148,1057,992,1012,1025,861,1399,898
ENSG00000167766,ZNF83,55769,zinc finger protein 83,716.5069258759727,-0.21228103975361604,0.25026489456456763,-0.8482253978248161,0.39631245538697585,0.460927296412373,1190,557,600,719,651,546,684,603,532,1204,746
ENSG00000198270,TMEM116,89894,transmembrane protein 116,159.3177699975003,0.194147030049595,0.22940226779152403,0.8463169606763946,0.3973759486693991,0.4621169740144136,146,165,152,182,227,139,150,153,119,220,126
ENSG00000112282,MED23,9439,mediator complex subunit 23,720.7289328871269,-0.1138426724979763,0.13453985233402374,-0.8461632038612448,0.39746170584307183,0.4621694945381854,802,688,569,769,772,582,730,710,606,996,821
ENSG00000102471,NDFIP2,54602,Nedd4 family interacting protein 2,523.6177649105614,0.14254323174559014,0.16865628720002945,0.8451699851339147,0.3980159379419895,0.46276669255203734,440,529,414,593,443,518,500,685,549,690,468
ENSG00000152117,SMPD4BP,150776,"sphingomyelin phosphodiesterase 4B, pseudogene",128.71183709276283,0.3444215483960713,0.40797714701772436,0.8442177482581104,0.39854773853572784,0.46333769051662016,273,142,97,114,116,98,77,150,99,132,116
ENSG00000187147,RNF220,55182,ring finger protein 220,3593.5794527787084,-0.06371099023314435,0.07551077993495481,-0.8437337064724423,0.3988182277887286,0.4636048114534077,3615,3527,3206,3556,3249,3403,3965,3805,2941,5110,3772
ENSG00000162631,NTNG1,22854,netrin G1,26.3211129001766,0.44238884058521455,0.5250847571514891,0.8425093940740382,0.3995028836453949,0.46435327517129354,29,25,12,41,24,24,30,17,40,30,19
ENSG00000168237,GLYCTK,132158,glycerate kinase,69.70241434293254,0.25348245025836014,0.3010582623169642,0.84197141213645,0.39980395556804327,0.4646557813538355,70,73,62,72,88,76,80,62,49,105,44
ENSG00000186951,PPARA,5465,peroxisome proliferator activated receptor alpha,657.6220667448408,-0.5665602577944361,0.6763278274982218,-0.8377006456915683,0.4021988507201992,0.4673437349917807,275,851,410,1477,723,646,571,360,109,1155,960
ENSG00000141385,AFG3L2,10939,AFG3 like matrix AAA peptidase subunit 2,2304.484128810189,0.06685953240134256,0.0799078409334374,0.8367080329080098,0.4027567027368857,0.46794418416771544,2056,2485,2429,2354,2339,2186,2305,2243,1963,3058,2235
ENSG00000111737,RAB35,11021,"RAB35, member RAS oncogene family",503.26432755416,0.17808662199804978,0.2131051614938339,0.8356748412365537,0.4033378525482669,0.46857157665938964,322,503,327,570,641,505,563,556,534,625,459
ENSG00000123575,FAM199X,139231,"family with sequence similarity 199, X-linked",755.1938348887793,0.12011630313752245,0.14376110344772214,0.835527136734882,0.40342097441528335,0.46862032381573315,818,879,604,948,767,706,715,663,632,1023,673
ENSG00000067900,ROCK1,6093,Rho associated coiled-coil containing protein kinase 1,2852.873827558862,0.0790617588130566,0.0946492614566175,0.8353130029365793,0.40354149810702866,0.468712503157368,3215,3077,2334,2963,2710,2714,2919,2912,2422,3837,2691
ENSG00000116176,TPSG1,25823,tryptase gamma 1,33.52209589830377,-0.499052878599503,0.5975160298768483,-0.8352125359755802,0.4035980526552349,0.4687303712618433,15,23,32,24,26,15,32,80,27,45,56
ENSG00000164296,TIGD6,81789,tigger transposable element derived 6,260.84126814234025,-0.1490011134023276,0.1785532595758315,-0.8344911415019387,0.4040042771511145,0.46915429369292516,186,245,234,283,245,239,245,289,273,357,311
ENSG00000010072,SPRTN,83932,SprT-like N-terminal domain,150.38885090260186,0.26085318296620313,0.31286763875116197,0.8337493260965596,0.40442225598331205,0.46959177811014863,160,180,133,170,112,202,173,80,148,214,104
ENSG00000009413,REV3L,5980,"REV3 like, DNA directed polymerase zeta catalytic subunit",1429.8801161642589,0.13259867217645271,0.15906548583213279,0.833610581722226,0.4045004607593855,0.46963468751229903,1870,1451,1025,1528,1372,1340,1285,1472,1370,1833,1331
ENSG00000205629,LCMT1,51451,leucine carboxyl methyltransferase 1,646.2909448703566,-0.09543408782481552,0.11450227546527146,-0.8334689196090316,0.4045803194836385,0.46967950824117716,523,741,579,628,676,602,648,592,607,927,697
ENSG00000111799,COL12A1,1303,collagen type XII alpha 1 chain,188.86644810240008,-0.3723608008975512,0.44689291090145633,-0.8332215432695909,0.40471979475617126,0.46979352195136725,248,87,124,108,129,184,164,162,335,421,160
ENSG00000169302,STK32A,202374,serine/threonine kinase 32A,95.58337369607989,-0.24989746918799643,0.3006063982152927,-0.8313112118426075,0.40579784242155287,0.4709968840829218,117,80,82,53,97,97,92,106,82,163,102
ENSG00000130517,PGPEP1,54858,pyroglutamyl-peptidase I,48.559281631955166,0.5919472506401441,0.7130324407248269,0.8301827754686804,0.4064354522618828,0.471688850560809,23,19,82,12,100,79,30,72,32,63,23
ENSG00000169223,LMAN2,10960,"lectin, mannose binding 2",242.72965816089982,0.5538216705398289,0.6672103920006017,0.8300555224855212,0.4065073925788929,0.47172425486807623,97,478,224,313,391,422,177,118,66,279,150
ENSG00000005810,MYCBP2,23077,MYC binding protein 2,1770.0911906003728,0.2961057747619093,0.3568883675724657,0.8296873803312892,0.4067155582971586,0.4718992492976825,2859,2136,1676,2214,1041,1859,1634,1525,1113,1677,1778
ENSG00000160688,FLAD1,80308,flavin adenine dinucleotide synthetase 1,190.72192644661217,0.34800456626330617,0.4194634181754979,0.8296422314417551,0.40674109208240306,0.4718992492976825,291,127,212,252,257,169,179,147,103,96,244
ENSG00000146830,GIGYF1,64599,GRB10 interacting GYF protein 1,1596.9403620729443,0.13145987454323854,0.1584810027390136,0.8294992602976305,0.4068219551868588,0.47192954811512533,2145,1495,1190,1602,1726,1508,1656,1621,1278,2059,1480
ENSG00000186919,ZACN,353174,zinc activated ion channel,34.78030795182801,-0.3660141812125582,0.44131261536361127,-0.8293762028782876,0.40689156295986567,0.47192954811512533,22,26,37,46,23,45,46,25,21,56,45
ENSG00000176454,LPCAT4,254531,lysophosphatidylcholine acyltransferase 4,201.66249682494686,-0.31056157159252096,0.3745885557356611,-0.829073838047731,0.4070626266450858,0.4720798619083531,364,120,186,115,193,209,166,156,165,391,197
ENSG00000132432,SEC61G,23480,SEC61 translocon subunit gamma,2024.4639355583095,0.09473863417747588,0.114443426250805,0.8278206733329909,0.4077720649957995,0.4728544469318779,1610,1912,2120,2304,2091,2031,1924,2037,1902,2413,2101
ENSG00000091651,ORC6,23594,origin recognition complex subunit 6,808.1891493015582,-0.09772809557167741,0.11809910181999057,-0.8275092195081795,0.40794849868489413,0.47298530370989955,855,739,711,830,865,838,778,744,633,1233,819
ENSG00000137878,GCOM1,145781,"GCOM1, MYZAP-POLR2M combined locus",175.40877867050202,-0.23996351125258644,0.2899949479720446,-0.8274747988910442,0.40796800021354535,0.47298530370989955,187,111,183,147,240,181,119,180,132,260,214
ENSG00000189221,MAOA,4128,monoamine oxidase A,99.19655328879395,0.3129185980519919,0.3786535132986271,0.8263982428844044,0.4085782198605144,0.47364454058771577,89,93,55,95,141,81,134,109,108,166,45
ENSG00000170836,PPM1D,8493,"protein phosphatase, Mg2+/Mn2+ dependent 1D",719.5304380442886,-0.11001293238421621,0.1331655969751545,-0.8261362910778072,0.4087267830506842,0.4737685221983344,529,817,616,727,815,701,769,646,613,1029,791
ENSG00000183647,ZNF530,348327,zinc finger protein 530,125.60023517971388,-0.3458064970468438,0.41875426399163457,-0.8257981512846206,0.4089186029907589,0.4739426137686847,74,84,136,171,153,49,81,140,156,173,180
ENSG00000160055,TMEM234,56063,transmembrane protein 234,62.39966000019361,0.4277785876636806,0.5181611760522045,0.8255705124858335,0.409047768099103,0.4740440594267394,122,76,51,61,55,71,52,49,36,109,18
ENSG00000009954,BAZ1B,9031,bromodomain adjacent to zinc finger domain 1B,5269.984303249253,-0.06299692208631255,0.07634133461926583,-0.8252006910868752,0.4092576611528868,0.4740942686432251,5506,5262,4360,5291,5533,4951,5337,4929,4640,7552,5484
ENSG00000095015,MAP3K1,4214,mitogen-activated protein kinase kinase kinase 1,391.0455010212737,0.09732497374516191,0.117919342521567,0.825352072560628,0.4091717364761015,0.4740942686432251,361,419,347,389,381,387,385,406,389,495,384
ENSG00000112624,BICRAL,23506,BICRA like chromatin remodeling complex associated protein,468.85114404103433,-0.10909266037050665,0.1321898531852244,-0.8252725738158286,0.40921685891524306,0.4740942686432251,489,434,408,492,459,443,529,470,336,660,523
ENSG00000171016,PYGO1,26108,pygopus family PHD finger 1,365.5826214284661,0.15187946780808892,0.18404167215464848,0.825244989517733,0.4092325160908986,0.4740942686432251,346,431,312,372,413,421,436,304,243,470,332
ENSG00000121671,CRY2,1408,cryptochrome circadian regulator 2,538.7197136984652,-0.11446258066054497,0.13873536168112321,-0.8250425794371871,0.40934741736292524,0.474149999661909,480,545,592,533,539,440,597,536,396,811,565
ENSG00000116539,ASH1L,55870,ASH1 like histone lysine methyltransferase,2481.3718364832216,-0.11311694060815199,0.13715886589673393,-0.8247147559044199,0.40953355226512794,0.47431734410360954,3178,2305,1997,2544,2391,2259,2497,2200,2038,3731,2602
ENSG00000141380,SS18,6760,SS18 subunit of BAF chromatin remodeling complex,2229.848813688092,0.10716432407537517,0.13007911395095548,0.8238395913104082,0.4100307084260196,0.47484483932766075,2375,2000,1767,2757,2196,1957,2329,2106,2303,2694,2257
ENSG00000087448,KLHL42,57542,kelch like family member 42,1922.0115702792168,0.08832873411592347,0.1072499862430152,0.8235780461153765,0.410179354425382,0.4749686686465596,2260,1909,1725,1934,1874,1803,1950,1752,1786,2451,1891
ENSG00000148343,MIGA2,84895,mitoguardin 2,492.37522074720835,-0.12440668108777786,0.15111219394055742,-0.8232736077984241,0.41035241853382826,0.4751207449412829,525,466,447,523,491,515,485,487,315,758,510
ENSG00000164944,VIRMA,25962,vir like m6A methyltransferase associated,399.8853750335628,-0.3216658216301091,0.3908387890798995,-0.8230140677371475,0.4104999935789717,0.4752432811568632,372,178,381,401,404,564,149,437,428,457,628
ENSG00000174652,ZNF266,10781,zinc finger protein 266,365.7876948508153,0.12031859517885271,0.14634434884713352,0.8221608564095191,0.41098535355503435,0.4757568124274597,385,332,336,410,329,396,430,341,297,459,353
ENSG00000169689,CENPX,201254,centromere protein X,388.278153191805,0.1389623673795034,0.16908382420126516,0.821854887869656,0.4111594905750929,0.4759100040867662,323,358,397,490,338,407,349,434,362,449,395
ENSG00000095261,PSMD5,5711,"proteasome 26S subunit, non-ATPase 5",3217.476654495702,0.052579091642645064,0.06402254217776647,0.8212590418020694,0.41149873235802886,0.47620302328228054,2750,3379,3089,3571,3173,3023,3370,3223,2838,4319,3136
ENSG00000197016,ZNF470,388566,zinc finger protein 470,46.17759805246705,-0.3788061339747351,0.46128933969420255,-0.8211898723388078,0.4115381243807078,0.47620302328228054,49,45,41,21,30,24,353,70,51,87,51
ENSG00000116741,RGS2,5997,regulator of G protein signaling 2,350.6543772578952,0.19431647259917767,0.23671392657579404,0.8208915943817905,0.41170801936329365,0.4763511992328352,243,338,289,525,487,354,353,311,265,415,329
ENSG00000196497,IPO4,79711,importin 4,417.4525789585371,0.40505194503530306,0.493521273038954,0.8207385723033098,0.4117951947615737,0.4764036472269603,581,468,364,665,378,560,124,456,235,494,304
ENSG00000139726,DENR,8562,density regulated re-initiation and release factor,649.2740917773651,0.20526896385035925,0.25043033649492985,0.8196649284720946,0.4124071485482804,0.4770631361737628,544,675,542,712,663,648,492,521,986,642,693
ENSG00000023287,RB1CC1,9821,RB1 inducible coiled-coil 1,1124.6111031687922,0.16533052270617318,0.2018477250527654,0.8190853905485128,0.4127376965601952,0.47739700044070127,931,988,1236,1236,939,926,1346,924,1477,1570,914
ENSG00000172671,ZFAND4,93550,zinc finger AN1-type containing 4,125.8189502256908,0.3747204936749292,0.45758351489998034,0.8189116991175621,0.4128367946016964,0.477463115251962,104,122,153,151,36,160,191,92,139,85,142
ENSG00000168014,C2CD3,26005,C2 domain containing 3 centriole elongation regulator,2191.2353945389073,-0.1641399429543783,0.20079181859466425,-0.8174633015587424,0.4136637132479516,0.47827372553345476,2062,2646,2561,1841,1310,1650,2449,2405,1852,3092,2580
ENSG00000120784,ZFP30,22835,ZFP30 zinc finger protein,354.3250957868064,-0.13613251035494733,0.1667172595998403,-0.8165471930242653,0.4141872434356338,0.4788303987118898,341,357,294,427,347,389,311,313,277,598,333
ENSG00000197530,MIB2,142678,MIB E3 ubiquitin protein ligase 2,933.915681664599,-0.10628791144359306,0.1302223628365043,-0.816203216778049,0.414383917332526,0.4790091277115249,1058,956,864,788,790,900,951,933,815,1433,950
ENSG00000074370,ATP2A3,489,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,63.232725044718116,-0.29010753556636804,0.3555003655101577,-0.8160541133341783,0.4144691867590494,0.479059054949419,38,79,44,80,57,72,61,37,66,105,73
ENSG00000113369,ARRDC3,57561,arrestin domain containing 3,960.1062703004097,0.12263588601722618,0.15044647808053252,0.8151462738235746,0.4149885868168529,0.47961070560449404,826,889,848,1188,1184,1053,875,901,789,1133,976
ENSG00000018408,WWTR1,25937,WW domain containing transcription regulator 1,4719.963517352008,0.055193288323399946,0.06777312074773932,0.8143831612659065,0.4154254820420198,0.480018178529219,4221,4930,4037,4873,4643,4311,5179,5054,4446,6178,4702
ENSG00000168090,COPS6,10980,COP9 signalosome subunit 6,5781.491704798877,-0.07040320996583341,0.0864420101248679,-0.8144559556647747,0.4153837942615195,0.480018178529219,4616,6053,6006,5925,5728,5529,5931,5276,5137,8107,6196
ENSG00000105926,PALS2,51678,"protein associated with LIN7 2, MAGUK p55 family member",1183.0549899355683,-0.05517352203063207,0.06780626860244043,-0.8136935296369678,0.4158205417886148,0.4804259050399207,1095,1182,1048,1233,1169,1080,1253,1177,1065,1718,1203
ENSG00000120451,SNX19,399979,sorting nexin 19,1159.2346796655233,0.09298203055972824,0.11431277300832994,0.8134001836606016,0.4159886540739581,0.4805713674918329,1291,1145,1085,1285,1179,1160,1130,970,1018,1516,1107
ENSG00000179941,BBS10,79738,Bardet-Biedl syndrome 10,691.3668783765372,0.0840698765514566,0.10341815146964048,0.8129121953619161,0.4162684019003073,0.4808457544272523,702,727,697,702,652,674,734,635,597,968,619
ENSG00000153551,CMTM7,112616,CKLF like MARVEL transmembrane domain containing 7,389.6662883155608,-0.1456533793508068,0.17920020834569425,-0.8127969308485824,0.41633449550431934,0.48087331148591617,319,346,387,351,476,354,473,384,269,563,441
ENSG00000075711,DLG1,1739,discs large MAGUK scaffold protein 1,5890.4292311647205,0.07168373217539051,0.08820638215467184,0.8126819219236483,0.41640044872367327,0.4809007008235971,6365,5814,4877,6447,6205,5703,5658,5672,5321,7509,5905
ENSG00000260139,CSPG4P13,100302666,chondroitin sulfate proteoglycan 4 pseudogene 13,24.66681925207284,-0.49006695311126725,0.6039179157204088,-0.811479408632331,0.41709041324532153,0.48159983314381194,18,12,16,18,11,31,49,25,22,29,44
ENSG00000146833,TRIM4,89122,tripartite motif containing 4,896.4696475267061,-0.08390655236198193,0.10341488946277652,-0.8113585267833556,0.4171598087360545,0.48163111474089654,961,835,801,943,855,885,944,809,739,1340,914
ENSG00000102178,UBL4A,8266,ubiquitin like 4A,1706.0492456831328,-0.07302509885660602,0.09004645459881173,-0.8109713945091811,0.4173820982784024,0.48174119919906844,1416,1780,1622,1616,1751,1768,1769,1617,1473,2310,1895
ENSG00000108592,FTSJ3,117246,FtsJ RNA 2'-O-methyltransferase 3,4919.398329334174,0.05686379151519114,0.0701144037329896,0.8110144062800622,0.4173573976737117,0.48174119919906844,4394,4818,4658,5133,4565,5110,5008,5109,4591,6269,5015
ENSG00000116754,SRSF11,9295,serine and arginine rich splicing factor 11,3374.6450687547926,-0.14342973005884768,0.17685494396755083,-0.8110020949437751,0.41736446768405827,0.48174119919906844,4898,3104,2974,2948,2962,2712,3256,3089,2954,5256,3530
ENSG00000062598,ELMO2,63916,engulfment and cell motility 2,403.4791484152226,0.5622031443181759,0.6938044611141274,0.8103192986326103,0.41775668648370146,0.48202694594273243,478,525,59,736,566,588,423,322,123,365,318
ENSG00000144840,RABL3,285282,"RAB, member of RAS oncogene family like 3",553.8847365257004,-0.10341021629756407,0.12761027922820856,-0.8103596114904903,0.417733523531758,0.48202694594273243,499,571,495,588,548,507,597,502,485,680,688
ENSG00000102098,SCML2,10389,Scm polycomb group protein like 2,650.467277588442,0.11679774444918166,0.14415638614164786,0.8102155414357874,0.41781630674821446,0.48204688410300184,772,709,549,675,680,619,685,590,511,935,542
ENSG00000174903,RAB1B,81876,"RAB1B, member RAS oncogene family",225.44960696842867,-0.25547689970562304,0.3159446383643998,-0.8086128665711513,0.4187378615415483,0.4830611565154045,209,262,192,280,178,161,344,218,89,345,272
ENSG00000144645,OSBPL10,114884,oxysterol binding protein like 10,27.855830756173237,0.48844197939321476,0.6063279100241972,0.8055739663604173,0.42048854156790455,0.4850316155775677,64,20,17,26,22,25,19,36,26,17,30
ENSG00000118096,IFT46,56912,intraflagellar transport 46,383.1011262980666,-0.12901216253767495,0.16019810880520435,-0.8053288737293991,0.4206299240527625,0.4850472688484454,306,360,378,366,334,354,365,397,429,597,393
ENSG00000140538,NTRK3,4916,neurotrophic receptor tyrosine kinase 3,449.28359316354414,0.13436584813045951,0.16684340108666132,0.8053410998296996,0.42062287072546667,0.4850472688484454,497,486,419,407,353,433,429,491,473,626,380
ENSG00000167874,TMEM88,92162,transmembrane protein 88,39.981660879867086,0.34933403533214874,0.43375937816089805,0.8053636484202246,0.42060986245969956,0.4850472688484454,61,36,40,31,25,39,49,49,33,33,42
ENSG00000154370,TRIM11,81559,tripartite motif containing 11,208.25886415117353,0.23136478595982155,0.2874175562515944,0.8049779177625935,0.4208324227423007,0.48523163185346296,337,211,192,184,161,250,182,212,140,244,189
ENSG00000188554,NBR1,4077,NBR1 autophagy cargo receptor,3019.224658866109,-0.06650944763837205,0.08269526794840228,-0.8042715053522849,0.4212401903382433,0.485652614379838,2770,2968,2799,3258,3118,3134,3068,2589,2541,4476,3045
ENSG00000239305,RNF103,7844,ring finger protein 103,1236.0228954369716,-0.07250076701010974,0.09021436484264599,-0.8036499191294788,0.4215991847646267,0.4860172862034503,1076,1268,1055,1319,1319,1190,1136,1305,1074,1792,1285
ENSG00000127526,SLC35E1,79939,solute carrier family 35 member E1,2771.806299179096,-0.048096367963319384,0.0598740653609222,-0.8032921712162587,0.42180588185098605,0.4861571132692322,2563,2964,2476,2788,2669,2561,2995,2684,2460,3804,2961
ENSG00000169021,UQCRFS1,7386,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",3249.327810277273,0.08229738874298351,0.1024412107775226,0.8033621246600982,0.4217654599667731,0.4861571132692322,2475,3396,3134,3700,3298,3524,3392,3257,2659,4444,3000
ENSG00000197483,ZNF628,89887,zinc finger protein 628,500.6690121768533,0.11330204159429029,0.14114743775847108,0.8027212069422803,0.4221358926609576,0.48648822127189006,403,479,478,452,514,569,569,489,491,672,454
ENSG00000103066,PLA2G15,23659,phospholipase A2 group XV,130.2162613429324,-0.2990480317166488,0.3726228725212352,-0.802548779931931,0.4222355832419578,0.4865538578147459,81,66,123,76,168,135,155,131,153,168,187
ENSG00000104299,INTS9,55756,integrator complex subunit 9,695.9056882265091,0.09670405133878841,0.12066420707228653,0.8014311259747121,0.4228821017156844,0.4872495423573593,564,642,669,763,659,731,811,720,619,847,709
ENSG00000167106,EEIG1,399665,estrogen-induced osteoclastogenesis regulator 1,1130.1641422301377,0.08411065090910191,0.1049915638857215,0.8011181831775789,0.4230632305422251,0.4874089131474634,1040,1068,977,1163,1048,1132,1313,1281,1002,1610,993
ENSG00000214021,TTLL3,26140,tubulin tyrosine ligase like 3,86.31120758818963,0.29001278380107925,0.36207425655942593,0.8009759836473779,0.4231455495176914,0.48745442489718876,583,154,60,98,97,92,95,72,44,111,66
ENSG00000167967,E4F1,1877,E4F transcription factor 1,569.3852450828936,-0.13199966113090328,0.16481610058306165,-0.8008905723648035,0.42319499841683755,0.48746206565921646,666,446,466,569,544,521,642,573,477,958,535
ENSG00000168066,SF1,7536,splicing factor 1,10985.859528303123,-0.05673608519306701,0.07086480281999971,-0.8006243287966188,0.42334916195246647,0.48759030944145987,9312,10901,9646,11482,10410,10417,11063,12005,10373,16307,10942
ENSG00000112078,KCTD20,222658,potassium channel tetramerization domain containing 20,2488.927123805355,-0.07208909233512738,0.090112151064587,-0.7999930251743544,0.4237148382742108,0.4879621114456696,2038,2496,2143,2733,2734,2478,2689,2319,2039,3570,2615
ENSG00000008018,PSMB1,5689,proteasome 20S subunit beta 1,5095.2799900984855,0.08001166674154969,0.1000292191611705,0.7998829483276497,0.4237786181034436,0.4879862007795798,3756,5347,5137,5349,4973,4904,5539,5115,4983,6699,4913
ENSG00000102763,VWA8,23078,von Willebrand factor A domain containing 8,274.69917573226564,-0.12392116978963673,0.1549802900178309,-0.7995930951953908,0.42394658930553347,0.4880808898011425,255,273,266,322,273,228,279,249,228,455,260
ENSG00000137478,FCHSD2,9873,FCH and double SH3 domains 2,2615.4960654959445,0.07283994889974561,0.09109419361973697,0.7996113254353865,0.42393602365151445,0.4880808898011425,2671,2795,2291,2687,2286,2314,2897,2896,2319,3582,2438
ENSG00000120688,WBP4,11193,WW domain binding protein 4,292.16907207082215,0.11781913664008553,0.1474026295007867,0.7993014577766181,0.424115633804254,0.48822613658861796,278,256,249,303,309,310,348,305,244,381,272
ENSG00000133858,ZFC3H1,196441,zinc finger C3H1-type containing,1127.6532643978671,0.16102703202838534,0.20194869706756896,0.797366035862604,0.42523847870112086,0.4894692225267679,1721,1186,923,1044,1109,1113,1205,935,829,1346,1088
ENSG00000161955,TNFSF13,8741,TNF superfamily member 13,42.24223120544451,-0.35449323500242697,0.4446418562228008,-0.7972556565273013,0.4253025681207896,0.48949350364488375,45,26,32,37,32,69,44,48,20,76,48
ENSG00000105997,HOXA3,3200,homeobox A3,680.8959332374667,0.11778214185228363,0.14783022671462817,0.7967392357427048,0.4256024918138739,0.48978918116859943,615,650,538,640,716,764,772,781,589,1011,543
ENSG00000122678,POLM,27434,DNA polymerase mu,111.48316626187419,-0.45200275652739746,0.5676614147467642,-0.7962541486619052,0.42588433013474786,0.49006398813261615,223,108,53,113,41,26,136,87,125,230,120
ENSG00000154174,TOMM70,9868,translocase of outer mitochondrial membrane 70,3807.226791743097,0.054543232593712944,0.06850982947394307,0.7961373282129951,0.4259522197412067,0.4900925742045112,3194,4014,3552,4167,3780,3842,4098,3838,3177,5064,3737
ENSG00000165630,PRPF18,8559,pre-mRNA processing factor 18,353.7270598399701,-0.13391488202530583,0.1682450680350282,-0.7959513083463765,0.4260603372679762,0.4901674353067815,286,388,275,417,382,295,349,314,345,467,428
